user_id,high_score,quiz_id
245,10.00,251
245,9.51,258
245,10.00,260
245,15.00,262
245,10.00,263
245,70.79,274
245,5.00,278
245,7.00,280
245,6.00,287
245,36.00,291
245,9.00,295
245,7.00,299
245,12.00,301
245,8.00,308
245,36.00,318
246,13.00,191
246,9.00,193
246,16.00,200
246,6.00,201
246,10.00,203
246,6.00,205
246,10.00,212
246,13.50,216
246,16.50,218
246,6.52,224
246,11.00,226
246,10.00,228
246,5.38,235
246,3.00,236
246,1.00,238
246,9.05,241
246,32.00,244
246,7.57,258
246,8.50,260
246,66.21,274
246,4.00,278
246,9.00,280
246,7.00,287
246,0.00,291
247,13.00,191
247,10.00,193
247,16.00,196
247,16.00,200
247,9.00,201
247,11.00,203
247,12.00,205
247,10.00,209
247,10.00,210
247,10.00,212
247,10.00,214
247,6.00,216
247,17.50,218
247,10.00,222
247,7.52,224
247,14.00,226
247,4.07,228
247,10.00,229
247,6.81,235
247,2.00,236
247,0.00,238
247,9.52,241
247,50.00,244
247,9.97,247
247,0.00,249
247,10.00,251
247,9.69,258
247,9.50,260
247,14.00,262
247,9.00,263
247,0.00,271
247,72.35,274
247,5.00,278
247,9.00,280
247,10.00,285
247,7.00,287
247,31.00,291
247,9.00,295
247,7.00,299
247,11.00,301
247,14.00,308
247,52.00,318
248,13.00,191
248,10.00,193
248,16.00,196
248,16.00,200
248,9.00,201
248,10.00,203
248,16.00,205
248,10.00,209
248,10.00,210
248,10.00,212
248,10.00,214
248,18.00,216
248,20.00,218
248,10.00,222
248,10.00,224
248,11.00,226
248,9.26,228
248,10.00,229
248,8.35,235
248,3.00,236
248,1.00,238
248,9.52,241
248,52.00,244
248,10.00,247
248,10.00,251
248,9.60,258
248,10.00,260
248,12.00,262
248,10.00,263
248,80.06,274
248,5.00,278
248,7.00,280
248,11.00,285
248,9.00,287
248,36.00,291
248,13.00,295
248,7.00,299
248,10.00,301
248,11.00,308
248,52.00,318
249,13.00,191
249,10.00,193
249,15.00,196
249,10.00,200
249,9.00,201
249,10.00,203
249,13.00,205
249,10.00,209
249,10.00,210
249,9.31,212
249,3.67,214
249,16.00,216
249,17.50,218
249,10.00,222
249,5.96,224
249,12.00,226
249,3.33,228
249,4.50,235
249,3.00,236
249,1.00,238
249,10.00,241
249,23.50,244
249,9.47,247
249,9.31,258
249,7.50,260
249,6.00,262
249,6.00,263
249,69.51,274
249,5.00,278
249,7.00,280
249,0.00,285
249,4.00,287
249,28.00,291
249,9.00,295
249,7.00,299
249,9.00,301
249,3.00,308
249,29.00,318
253,13.00,191
253,10.00,193
253,16.00,196
253,15.00,200
253,9.00,201
253,10.00,203
253,7.00,205
253,8.50,209
253,4.48,212
253,5.92,214
253,0.50,216
253,13.00,226
253,4.88,235
253,3.00,236
253,1.00,238
253,6.43,241
253,27.00,244
253,5.63,247
253,3.71,258
253,4.00,260
253,5.00,263
253,51.46,274
253,5.00,278
253,7.00,280
253,7.00,291
253,7.00,295
253,21.00,318
255,13.00,191
255,10.00,193
255,16.00,196
255,16.00,200
255,9.00,201
255,11.00,203
255,16.00,205
255,10.00,209
255,10.00,212
255,17.00,216
255,21.00,218
255,10.00,222
255,7.30,224
255,14.00,226
255,9.63,232
255,6.92,234
255,0.00,236
255,9.00,238
255,10.00,241
255,32.00,244
255,10.00,247
255,10.00,251
255,8.39,257
255,7.20,259
255,10.00,263
255,52.41,274
255,5.00,278
255,9.00,280
255,0.00,285
255,9.00,287
255,10.00,289
255,20.00,290
255,12.00,301
255,13.00,308
255,30.00,319
256,11.00,191
256,9.00,193
256,10.00,200
256,9.00,201
256,13.00,205
256,7.67,210
256,0.00,212
256,18.50,218
256,5.96,224
256,10.00,226
256,3.85,234
256,9.00,238
256,8.81,241
256,37.00,244
256,7.67,247
256,6.00,251
256,7.67,257
256,5.20,259
256,4.00,263
256,56.43,274
256,2.00,278
256,4.00,285
256,8.00,289
256,27.00,290
256,42.00,319
258,13.00,191
258,10.00,193
258,16.00,196
258,15.00,200
258,9.00,201
258,7.00,203
258,16.00,205
258,10.00,209
258,10.00,210
258,10.00,212
258,10.00,214
258,18.00,216
258,18.50,218
258,10.00,222
258,10.00,224
258,13.00,226
258,8.15,228
258,10.00,229
258,7.31,235
258,3.00,236
258,1.00,238
258,9.69,241
258,55.00,244
258,9.84,247
258,0.00,249
258,7.00,251
258,9.60,258
258,8.50,260
258,14.00,262
